gene_id	gene_name	biotype	lncrna_class	tsne_f1	tsne_f2	screen_hit	assigned_cluster
ENSG00000260673.1_1	RP4-529N6.2	lncRNA	intergenic	-51.891373	30.856846	no hit	2
ENSG00000205444.2_1	RP4-529N6.1	lncRNA	intergenic	18.51371	9.38331	no hit	2
ENSG00000236336.1_1	RP3-430A16.1	lncRNA	transcript_overlap	-19.127869	16.556866	no hit	2
ENSG00000271978.1_1	RP11-428J1.4	lncRNA	transcript_overlap	-50.96509	20.72149	no hit	2
ENSG00000233064.2_1	RP3-380B8.4	lncRNA	intergenic	-45.739014	-23.7833	no hit	2
ENSG00000216863.9_2	LY86-AS1	lncRNA	transcript_overlap	27.073696	10.994468	no hit	1
ENSG00000261211.1_1	RP1-80N2.3	lncRNA	intergenic	-62.256638	-17.292137	no hit	2
ENSG00000279368.1_1	RP1-80N2.4	lncRNA	intergenic	-61.777588	-18.667328	no hit	2
ENSG00000203498.2_1	RP11-556O15.1	lncRNA	intergenic	-45.636265	-42.832176	no hit	2
ENSG00000238221.1_1	RP11-69L16.4	lncRNA	transcript_overlap	-69.824295	-7.663969	no hit	2
ENSG00000261189.1_1	RP3-512B11.3	lncRNA	promoter_overlap	-10.670497	8.833852	no hit	2
ENSG00000251164.1_1	HULC	lncRNA	intergenic	-30.121452	50.685802	no hit	2
ENSG00000230939.1_1	RP11-314C16.1	lncRNA	intergenic	12.772166	53.59688	no hit	2
ENSG00000229401.1_1	MIR5689HG	lncRNA	promoter_overlap	-33.30624	-9.005803	no hit	2
ENSG00000231056.1_1	RP1-290I10.5	lncRNA	intergenic	-37.27325	-6.7691755	no hit	2
ENSG00000272097.1_1	RP11-421M1.8	lncRNA	promoter_overlap	-11.517776	2.9458432	no hit	2
ENSG00000235051.3_2	RP11-637O19.2	lncRNA	promoter_overlap	-39.45646	-38.3964	no hit	2
ENSG00000197977.3_1	ELOVL2	mRNA	protein_coding	26.103508	0.06004962	no hit	1
ENSG00000229896.2_2	RP11-456H18.2	lncRNA	transcript_overlap	-21.522139	-46.348076	lenient	2
ENSG00000215022.7_2	RP1-257A7.4	lncRNA	transcript_overlap	4.0412006	0.57703745	lenient	2
ENSG00000261071.1_1	RP1-223E5.4	lncRNA	promoter_overlap	-12.92597	2.7958417	no hit	2
ENSG00000272209.1_1	RP3-500L14.2	lncRNA	intergenic	-44.377815	-50.969242	no hit	2
ENSG00000226673.2_1	LINC01108	lncRNA	intergenic	-38.19676	-48.68324	no hit	2
ENSG00000237346.1_1	RP3-448I9.2	lncRNA	intergenic	-37.962196	-47.60684	no hit	2
ENSG00000229646.2_1	RP11-330A16.1	lncRNA	intergenic	-25.45311	-49.40218	no hit	2
ENSG00000234261.3_1	RP11-146I2.1	lncRNA	intergenic	27.631134	10.972238	lenient	1
ENSG00000271888.1_1	RP11-560J1.2	lncRNA	intergenic	-32.16621	-47.054348	no hit	2
ENSG00000282024.1_1	RP3-467D16.3	lncRNA	transcript_overlap	-36.62063	-7.891978	no hit	2
ENSG00000229931.1_1	RP1-151F17.1	lncRNA	promoter_overlap	15.913572	-54.29212	lenient	1
ENSG00000272341.1_1	RP1-151F17.2	lncRNA	intergenic	-64.71577	19.701208	no hit	2
ENSG00000272269.1_1	RP11-500C11.3	lncRNA	promoter_overlap	8.269614	-50.49716	no hit	1
ENSG00000283408.1_1	RP1-242N11.1	lncRNA	intergenic	-0.87259007	42.979267	no hit	2
ENSG00000228412.7_2	RP4-625H18.2	lncRNA	transcript_overlap	60.036144	-43.611187	lenient	1
ENSG00000224707.1_2	E2F3-IT1	lncRNA	transcript_overlap	-44.49361	32.102253	no hit	2
ENSG00000272168.6_2	CASC15	lncRNA	transcript_overlap	61.229927	-36.436813	lenient	1
ENSG00000280443.1_2	RP4-551N11.1	lncRNA	transcript_overlap	-59.498825	28.061947	no hit	2
ENSG00000261568.1_1	RP11-524C21.2	lncRNA	transcript_overlap	-15.374764	23.146063	no hit	2
ENSG00000272345.1_1	RP1-30M3.5	lncRNA	transcript_overlap	-63.832787	21.312456	no hit	2
ENSG00000272402.1_1	RP1-30M3.6	lncRNA	transcript_overlap	-62.28883	22.171444	no hit	2
ENSG00000223623.1_1	RP3-425P12.1	lncRNA	transcript_overlap	-54.20841	-22.088524	no hit	2
ENSG00000235733.2_1	RP3-522P13.3	lncRNA	intergenic	8.129539	-58.49747	no hit	2
ENSG00000272558.1_1	U91328.21	lncRNA	transcript_overlap	-47.033375	-5.6644893	no hit	2
ENSG00000272462.2_1	U91328.19	lncRNA	transcript_overlap	10.273474	8.811306	no hit	2
ENSG00000272810.1_1	U91328.22	lncRNA	intergenic	-65.57432	22.91505	lenient	2
ENSG00000180573.9_1	HIST1H2AC	mRNA	protein_coding	10.603221	-62.669815	no hit	1
ENSG00000283064.1_1	RP1-221C16.8	lncRNA	promoter_overlap	-0.61759555	5.189331	no hit	2
ENSG00000228223.2_1	HCG11	lncRNA	gene_nearby	-60.76727	13.713451	no hit	2
ENSG00000261353.1_1	CTA-14H9.5	lncRNA	gene_nearby	-38.03586	52.190502	no hit	2
ENSG00000261584.1_1	RP11-457M11.5	lncRNA	intergenic	-25.464474	42.986332	no hit	2
ENSG00000224843.6_2	LINC00240	lncRNA	transcript_overlap	-40.6889	11.642068	lenient	2
ENSG00000272312.1_1	RP11-239L20.6	lncRNA	transcript_overlap	-25.331732	11.878473	no hit	2
ENSG00000124635.8_1	HIST1H2BJ	mRNA	protein_coding	19.673378	-52.319923	no hit	1
ENSG00000272009.1_1	RP1-313I6.12	lncRNA	promoter_overlap	-1.2798948	5.5311627	lenient	2
ENSG00000246350.1_1	RP5-1186N24.3	lncRNA	transcript_overlap	-36.510345	-2.8654504	no hit	2
ENSG00000235570.1_1	LINC00533	lncRNA	intergenic	-52.756104	14.333307	no hit	2
ENSG00000225595.2_1	LINC01623	lncRNA	intergenic	-32.06946	8.022625	no hit	2
ENSG00000224157.1_1	HCG14	lncRNA	intergenic	-13.829734	17.878157	no hit	2
ENSG00000204709.4_1	LINC01556	lncRNA	intergenic	-23.335373	33.136856	lenient	2
ENSG00000227214.2_2	HCG15	lncRNA	promoter_overlap	-39.97205	3.6974325	lenient	2
ENSG00000244349.1_2	HCG16	lncRNA	promoter_overlap	-21.200277	34.065533	no hit	2
ENSG00000277661.4_1	XXbac-BPG258E24.10	lncRNA	transcript_overlap	-31.590076	12.768708	no hit	2
ENSG00000272236.1_1	XXbac-BPG170G13.32	lncRNA	intergenic	-37.857777	0.17348091	no hit	2
ENSG00000204625.10_1	HCG9	lncRNA	intergenic	-45.43687	-24.604603	no hit	2
ENSG00000231226.1_1	TRIM31-AS1	lncRNA	transcript_overlap	-54.93738	-12.547875	no hit	2
ENSG00000270604.5_2	HCG17	lncRNA	promoter_overlap	-45.63558	-4.1162715	no hit	2
ENSG00000280128.1_2	XXbac-BPG283O16.9	lncRNA	transcript_overlap	-61.19851	13.65903	no hit	2
ENSG00000231074.8_2	HCG18	lncRNA	promoter_overlap	13.343951	7.7029533	no hit	1
ENSG00000235781.1_1	XXbac-BPG249D20.9	lncRNA	intergenic	-47.661846	-0.63096136	no hit	2
ENSG00000272273.1_1	XXbac-BPG252P9.10	lncRNA	promoter_overlap	-15.14887	-9.351702	no hit	2
ENSG00000214894.6_1	LINC00243	lncRNA	intergenic	11.708965	1.5902976	no hit	2
ENSG00000237775.1_1	DDR1-AS1	lncRNA	promoter_overlap	-59.521328	-8.356266	no hit	2
ENSG00000204531.16_2	POU5F1	mRNA	protein_coding	-4.2104306	-34.06804	no hit	1
ENSG00000204528.3_2	PSORS1C3	lncRNA	transcript_overlap	-38.354477	-25.875385	no hit	2
ENSG00000272501.1_1	XXbac-BPG299F13.17	lncRNA	promoter_overlap	-41.705578	-29.724234	lenient	2
ENSG00000271821.1_1	XXbac-BPG299F13.14	lncRNA	transcript_overlap	-51.933826	-3.7708178	lenient	2
ENSG00000206337.10_2	HCP5	lncRNA	promoter_overlap	3.1546528	1.2415407	no hit	2
ENSG00000234006.1_1	DDX39B-AS1	lncRNA	promoter_overlap	-26.376694	-32.66015	no hit	2
ENSG00000227198.1_1	C6orf47-AS1	lncRNA	transcript_overlap	-39.296986	-30.723059	no hit	2
ENSG00000244355.7_2	LY6G6D	mRNA	protein_coding	-5.1469517	-3.9112263	no hit	2
ENSG00000235663.1_1	SAPCD1-AS1	lncRNA	transcript_overlap	-34.12413	-7.431905	no hit	2
ENSG00000281756.1_1	C2-AS1	lncRNA	transcript_overlap	-46.891994	8.287033	no hit	2
ENSG00000229776.1_1	C4B-AS1	lncRNA	transcript_overlap	-35.618782	-22.665564	no hit	2
ENSG00000273333.2_2	XXbac-BPG300A18.13	lncRNA	transcript_overlap	14.040926	-62.66707	no hit	1
ENSG00000277427.1_1	XXbac-BPG154L12.5	lncRNA	promoter_overlap	2.5331104	8.412521	no hit	2
ENSG00000225914.1_1	XXbac-BPG154L12.4	lncRNA	promoter_overlap	-59.921204	14.029972	no hit	2
ENSG00000223534.1_1	HLA-DQB1-AS1	lncRNA	transcript_overlap	-49.14033	-4.964421	no hit	2
ENSG00000232080.5_1	XXbac-BPG254F23.7	lncRNA	intergenic	-17.076767	12.550315	no hit	2
ENSG00000223837.2_2	BRD2-IT1	lncRNA	transcript_overlap	-19.715078	-8.784482	no hit	2
ENSG00000230313.1_1	HCG24	lncRNA	intergenic	-52.238422	-3.4610083	no hit	2
ENSG00000272217.1_1	XXbac-BPG157A10.21	lncRNA	intergenic	-48.640633	-6.2560735	no hit	2
ENSG00000232940.5_1	HCG25	lncRNA	transcript_overlap	4.6215377	-6.9048667	no hit	2
ENSG00000274259.2_1	XXbac-BPG294E21.9	lncRNA	promoter_overlap	-12.067837	-33.543743	no hit	2
ENSG00000249346.6_1	LINC01016	lncRNA	transcript_overlap	8.046319	6.6342163	no hit	2
ENSG00000233183.2_1	RP3-468B3.2	lncRNA	transcript_overlap	-41.7243	-10.548828	no hit	2
ENSG00000272288.5_1	RP11-140K17.3	lncRNA	promoter_overlap	14.371822	-50.503468	no hit	1
ENSG00000228559.1_1	RP3-340B19.3	lncRNA	intergenic	-38.025665	-25.377972	no hit	2
ENSG00000232909.1_1	RP3-510O8.4	lncRNA	promoter_overlap	-45.79088	-23.967264	no hit	2
ENSG00000246982.6_1	RP1-179N16.6	lncRNA	promoter_overlap	0.36304396	0.27378476	no hit	2
ENSG00000224666.3_1	RP1-50J22.4	lncRNA	promoter_overlap	-73.62534	0.93186784	no hit	2
ENSG00000204110.6_1	RP1-153P14.8	lncRNA	intergenic	-23.866762	-5.579931	no hit	2
ENSG00000236355.2_1	RP3-503A6.2	lncRNA	promoter_overlap	-41.93606	28.09745	no hit	2
ENSG00000235033.7_2	RP11-61I13.3	lncRNA	transcript_overlap	-33.613243	7.987938	no hit	2
ENSG00000204091.7_1	TDRG1	lncRNA	transcript_overlap	16.251991	0.8128866	lenient	1
ENSG00000204092.2_1	LINC00951	lncRNA	transcript_overlap	-41.351463	2.9727871	no hit	2
ENSG00000226070.1_1	RP11-552E20.4	lncRNA	transcript_overlap	-40.991432	3.3406894	no hit	2
ENSG00000226454.1_2	RP3-462C17.1	lncRNA	transcript_overlap	-4.0725136	14.373243	no hit	2
ENSG00000234753.5_1	FOXP4-AS1	lncRNA	transcript_overlap	15.693936	-53.26216	lenient	1
ENSG00000227516.1_1	RP5-973N23.4	lncRNA	transcript_overlap	-69.55806	-9.966113	no hit	2
ENSG00000261068.2_1	RP11-7K24.3	lncRNA	intergenic	-44.260452	-35.153835	no hit	2
ENSG00000231113.2_1	RP3-475N16.1	lncRNA	intergenic	-57.27812	-21.370983	no hit	2
ENSG00000272223.1_1	RP1-20C7.6	lncRNA	transcript_overlap	-62.162384	-22.39365	no hit	2
ENSG00000245261.1_1	RP3-330M21.5	lncRNA	transcript_overlap	-24.96184	-35.708748	no hit	2
ENSG00000271970.1_1	RP3-337H4.10	lncRNA	transcript_overlap	-70.61689	-6.443587	no hit	2
ENSG00000203362.2_1	RP3-337H4.8	lncRNA	transcript_overlap	-69.07144	-6.786333	no hit	2
ENSG00000272114.1_1	RP1-261G23.7	lncRNA	promoter_overlap	11.837991	-57.433613	no hit	2
ENSG00000237686.6_1	RP5-1120P11.1	lncRNA	promoter_overlap	-24.171652	-50.273643	no hit	2
ENSG00000237530.1_1	RP3-449H6.1	lncRNA	intergenic	-40.681458	-45.55757	no hit	2
ENSG00000271857.1_1	RP1-244F24.1	lncRNA	transcript_overlap	-29.839222	-33.42316	no hit	2
ENSG00000261080.1_1	RP1-166H4.2	lncRNA	transcript_overlap	-18.146254	7.9354243	no hit	2
ENSG00000231769.2_1	RP1-8B1.4	lncRNA	promoter_overlap	-10.458207	9.335514	no hit	2
ENSG00000270761.1_1	RP11-385F7.1	lncRNA	promoter_overlap	-22.34355	1.8111706	no hit	2
ENSG00000279127.1_1	RP3-442L6.4	lncRNA	intergenic	-35.928196	44.660774	no hit	2
ENSG00000226707.1_1	RP11-719J20.1	lncRNA	intergenic	-8.649389	17.93812	no hit	2
ENSG00000228689.7_1	RP3-335N17.2	lncRNA	transcript_overlap	2.4226167	-62.09981	no hit	2
ENSG00000225613.2_1	LINCMD1	lncRNA	intergenic	-40.474262	22.594637	no hit	2
ENSG00000225791.6_1	TRAM2-AS1	lncRNA	promoter_overlap	2.9005814	3.8786488	no hit	2
ENSG00000271367.1_1	RP3-483K16.4	lncRNA	promoter_overlap	-62.316994	21.901886	no hit	2
ENSG00000249379.1_1	RP1-27K12.4	lncRNA	transcript_overlap	-49.352184	3.389257	no hit	2
ENSG00000231683.6_2	RP1-27K12.2	lncRNA	promoter_overlap	17.837217	14.088957	no hit	1
ENSG00000228614.1_1	RP13-476E20.1	lncRNA	promoter_overlap	-14.08899	20.275572	no hit	2
ENSG00000271218.1_1	RP3-523E19.2	lncRNA	transcript_overlap	-31.335258	6.046167	no hit	2
ENSG00000235050.6_2	MLIP-AS1	lncRNA	transcript_overlap	-10.417995	46.695335	no hit	2
ENSG00000224984.1_1	RP11-524H19.2	lncRNA	intergenic	-22.2781	37.742905	no hit	2
ENSG00000231441.1_1	RP11-472M19.2	lncRNA	transcript_overlap	-48.3358	15.276794	no hit	2
ENSG00000226803.7_2	RP11-203B9.4	lncRNA	transcript_overlap	-26.049017	35.19393	no hit	2
ENSG00000266579.1_2	RP1-71H19.2	lncRNA	transcript_overlap	-10.913969	35.002487	no hit	2
ENSG00000271761.1_1	XXbac-BPGBPG55C20.3	lncRNA	intergenic	1.4207803	65.97087	no hit	2
ENSG00000225096.1_1	XXbac-BPG55C20.7	lncRNA	intergenic	4.539668	64.726814	no hit	2
ENSG00000223633.2_1	RP11-143A22.1	lncRNA	intergenic	-2.7618916	64.74998	no hit	2
ENSG00000250686.2_2	RP1-240B8.3	lncRNA	transcript_overlap	-10.395336	30.352161	no hit	2
ENSG00000236345.1_1	RP11-59D5__B.2	lncRNA	transcript_overlap	-22.935875	39.04183	no hit	2
ENSG00000227706.3_1	RP11-301G19.1	lncRNA	intergenic	-22.816967	29.28375	no hit	2
ENSG00000223504.1_1	RP11-542F9.1	lncRNA	intergenic	-32.231213	51.490685	no hit	2
ENSG00000230910.2_1	RP3-525N10.2	lncRNA	promoter_overlap	13.268784	15.900657	no hit	1
ENSG00000237643.1_1	RP11-462G2.1	lncRNA	intergenic	7.710718	20.41961	no hit	2
ENSG00000224349.2_1	RP11-462G2.2	lncRNA	transcript_overlap	-29.749657	-15.1704855	no hit	2
ENSG00000271967.1_1	RP11-134K13.4	lncRNA	intergenic	-38.7908	52.149677	no hit	2
ENSG00000232295.7_2	RP11-154D6.1	lncRNA	promoter_overlap	-12.712813	26.641	lenient	2
ENSG00000233237.6_2	LINC00472	lncRNA	transcript_overlap	6.6980057	13.409709	no hit	2
ENSG00000229852.2_2	RP11-398K22.12	lncRNA	promoter_overlap	10.8053	27.195196	no hit	2
ENSG00000223821.1_1	RP11-505P4.6	lncRNA	transcript_overlap	-44.820213	41.76406	no hit	2
ENSG00000229862.5_1	RP11-505P4.7	lncRNA	promoter_overlap	-34.865734	24.883015	no hit	2
ENSG00000279790.1_1	RP11-374N7.2	lncRNA	intergenic	-27.349817	21.683687	no hit	2
ENSG00000225793.2_1	RP1-234P15.4	lncRNA	promoter_overlap	13.162702	14.093939	no hit	2
ENSG00000237174.7_1	RP11-415D17.3	lncRNA	transcript_overlap	-14.111267	38.238804	no hit	2
ENSG00000236635.2_1	RP11-35J1.1	lncRNA	transcript_overlap	-18.190271	56.743458	no hit	2
ENSG00000280511.1_1	RP11-35J1.2	lncRNA	transcript_overlap	13.4872675	52.14184	no hit	2
ENSG00000271945.1_1	RP11-354K4.2	lncRNA	intergenic	-16.006187	29.041882	no hit	2
ENSG00000270362.1_1	HMGN3-AS1	lncRNA	transcript_overlap	-8.68912	20.97604	no hit	2
ENSG00000231533.1_1	RP1-232L24.3	lncRNA	intergenic	-2.605854	17.482573	no hit	2
ENSG00000272137.1_1	RP11-177G23.2	lncRNA	intergenic	-39.71636	53.987137	no hit	2
ENSG00000279659.1_1	RP11-177G23.1	lncRNA	intergenic	-36.42798	48.67306	no hit	2
ENSG00000272129.1_1	RP11-250B2.6	lncRNA	intergenic	-38.321964	48.62292	no hit	2
ENSG00000279022.1_1	RP11-250B2.4	lncRNA	intergenic	-28.77779	42.87792	no hit	2
ENSG00000233967.6_1	RP11-250B2.3	lncRNA	intergenic	-21.044535	34.7003	no hit	2
ENSG00000260645.1_1	RP11-250B2.5	lncRNA	intergenic	-36.034615	48.48678	no hit	2
ENSG00000226453.1_1	RP11-379B8.1	lncRNA	intergenic	-22.04739	33.373924	no hit	2
ENSG00000227215.1_1	RP11-445L13__B.3	lncRNA	transcript_overlap	-28.505657	39.281612	no hit	2
ENSG00000231776.5_2	LINC01611	lncRNA	intergenic	-4.3875575	43.397663	no hit	2
ENSG00000228290.6_2	TBX18-AS1	lncRNA	transcript_overlap	-10.811792	28.159706	no hit	2
ENSG00000280232.1_1	RP11-321N4.4	lncRNA	intergenic	-36.646053	30.28923	no hit	2
ENSG00000203875.10_1	SNHG5	lncRNA	intergenic	7.8798494	20.136627	lenient	2
ENSG00000272008.1_1	RP11-393I2.4	lncRNA	transcript_overlap	-31.444927	40.36596	no hit	2
ENSG00000234426.1_1	RP11-459O1.2	lncRNA	intergenic	-20.628988	30.58345	no hit	2
ENSG00000271931.1_1	RP11-63L7.5	lncRNA	promoter_overlap	-21.050056	0.87545425	no hit	2
ENSG00000228124.1_1	RP1-122O8.7	lncRNA	transcript_overlap	-51.132584	1.0216746	no hit	2
ENSG00000260271.1_1	RP1-45N11.1	lncRNA	intergenic	-30.020147	9.143674	no hit	2
ENSG00000224944.1_1	CASC6	lncRNA	intergenic	-8.590042	49.2202	no hit	2
ENSG00000261038.1_1	RP1-149C7.1	lncRNA	intergenic	-19.238483	54.719303	no hit	2
ENSG00000220908.2_1	RP11-127B16.1	lncRNA	intergenic	-23.583143	-11.757835	no hit	2
ENSG00000235099.1_1	RP1-23E21.2	lncRNA	intergenic	-23.447197	49.60764	no hit	2
ENSG00000280451.1_1	RP11-64I5.1	lncRNA	intergenic	-34.556896	53.852234	no hit	2
ENSG00000261366.1_1	MANEA-AS1	lncRNA	promoter_overlap	-33.364887	51.524506	no hit	2
ENSG00000233797.1_1	UFL1-AS1	lncRNA	promoter_overlap	-4.677742	48.710487	no hit	2
ENSG00000271860.6_1	RP11-436D23.1	lncRNA	promoter_overlap	61.994934	-42.8518	no hit	1
ENSG00000228506.1_1	RP11-98I9.4	lncRNA	promoter_overlap	13.046151	14.1513405	no hit	2
ENSG00000272017.1_1	RP1-199J3.7	lncRNA	promoter_overlap	-33.211166	-14.910735	no hit	2
ENSG00000279170.1_1	RP1-199J3.6	lncRNA	intergenic	-40.495255	17.18869	no hit	2
ENSG00000229315.6_1	MCHR2-AS1	lncRNA	promoter_overlap	-3.0935786	18.149145	no hit	2
ENSG00000260000.2_1	RP3-467N11.1	lncRNA	promoter_overlap	-9.127138	19.676243	no hit	2
ENSG00000227535.2_2	RP11-809N15.2	lncRNA	transcript_overlap	-63.109467	29.760456	no hit	2
ENSG00000203809.6_2	LIN28B-AS1	lncRNA	transcript_overlap	13.253752	-51.652893	no hit	2
ENSG00000203808.10_1	BVES-AS1	lncRNA	promoter_overlap	-3.1259985	2.6349087	no hit	2
ENSG00000272102.1_1	RP3-355L5.5	lncRNA	intergenic	-69.939156	-8.420707	no hit	2
ENSG00000269919.1_2	RP1-134E15.3	lncRNA	transcript_overlap	-73.99972	1.6967405	no hit	2
ENSG00000233941.1_1	RP11-404H14.1	lncRNA	intergenic	-69.459366	-7.5572925	no hit	2
ENSG00000282408.1_1	RP3-335E1.1	lncRNA	transcript_overlap	-18.107014	8.398611	no hit	2
ENSG00000229654.1_1	RP1-60O19.2	lncRNA	intergenic	-65.11106	-7.9571652	no hit	2
ENSG00000235142.7_1	RP1-60O19.1	lncRNA	intergenic	22.401329	8.662284	no hit	1
ENSG00000234206.5_1	RP1-67A8.3	lncRNA	transcript_overlap	-14.136263	37.3526	no hit	2
ENSG00000271734.1_1	RP1-111B22.3	lncRNA	intergenic	-59.194683	18.76455	no hit	2
ENSG00000230248.1_1	RP1-128O3.4	lncRNA	intergenic	-51.785473	8.373018	no hit	2
ENSG00000203801.8_1	LINC00222	lncRNA	intergenic	-43.61947	-9.377855	no hit	2
ENSG00000232311.1_1	RP1-249I4.2	lncRNA	intergenic	-60.097553	19.1858	no hit	2
ENSG00000230177.1_1	RP5-1112D6.4	lncRNA	intergenic	-60.274498	-21.915535	no hit	2
ENSG00000231889.7_1	TRAF3IP2-AS1	lncRNA	promoter_overlap	27.503561	6.131961	no hit	1
ENSG00000255389.1_1	C6orf3	lncRNA	transcript_overlap	-61.855476	-8.684873	lenient	2
ENSG00000227012.2_1	RP1-97J1.2	lncRNA	intergenic	-65.00056	-9.693761	no hit	2
ENSG00000226440.7_2	RP11-506B6.6	lncRNA	promoter_overlap	-66.76561	-2.6856594	no hit	2
ENSG00000227502.2_1	LINC01268	lncRNA	intergenic	0.10787079	15.879582	no hit	2
ENSG00000228624.7_1	RP3-399L15.3	lncRNA	transcript_overlap	59.894623	-44.02025	lenient	1
ENSG00000232395.1_1	RP3-399L15.1	lncRNA	intergenic	-59.13798	22.279879	lenient	2
ENSG00000237021.2_2	RP3-486I3.7	lncRNA	promoter_overlap	-4.1816044	20.242508	no hit	2
ENSG00000240050.5_2	RP1-93H18.1	lncRNA	promoter_overlap	-1.9499557	17.751337	lenient	2
ENSG00000253194.1_1	RP11-351A11.1	lncRNA	promoter_overlap	-27.107199	24.674797	no hit	2
ENSG00000111879.18_2	FAM184A	mRNA	protein_coding	64.78995	8.93999	no hit	1
ENSG00000279453.1_1	RP3-425C14.4	lncRNA	intergenic	-33.401844	44.07231	no hit	2
ENSG00000272472.1_2	RP11-95G17.2	lncRNA	transcript_overlap	-34.130505	54.67938	no hit	2
ENSG00000235535.7_1	RP11-532N4.2	lncRNA	transcript_overlap	0.9275325	21.882105	no hit	1
ENSG00000237742.6_1	RP11-624M8.1	lncRNA	transcript_overlap	9.973896	42.040726	no hit	2
ENSG00000224506.2_1	RP1-293L8.2	lncRNA	transcript_overlap	-37.502712	39.09719	no hit	2
ENSG00000231842.1_1	RP11-527F13.1	lncRNA	intergenic	-22.74566	40.246826	no hit	2
ENSG00000224733.1_1	RP1-86D1.5	lncRNA	transcript_overlap	-46.751476	38.138382	no hit	2
ENSG00000226149.5_1	RP1-69D17.4	lncRNA	intergenic	-25.684355	34.915543	no hit	2
ENSG00000236673.5_2	RP11-69I8.2	lncRNA	transcript_overlap	-18.789978	31.988047	no hit	2
ENSG00000280058.1_2	RP1-131F15.3	lncRNA	transcript_overlap	-45.897614	52.090225	no hit	2
ENSG00000118523.5_1	CTGF	mRNA	protein_coding	-10.96859	-53.047844	lenient	1
ENSG00000227220.1_1	RP11-69I8.3	lncRNA	promoter_overlap	-21.054241	-9.865991	no hit	2
ENSG00000236166.1_1	RP3-523C21.2	lncRNA	intergenic	-28.665081	42.69438	no hit	2
ENSG00000227954.6_2	TARID	lncRNA	transcript_overlap	59.91612	-44.092197	no hit	1
ENSG00000223586.5_1	LINC01312	lncRNA	transcript_overlap	-63.437656	5.698343	no hit	2
ENSG00000232876.1_1	CTA-212D2.2	lncRNA	transcript_overlap	-60.75595	-13.86895	no hit	2
ENSG00000224374.1_1	RP1-32B1.4	lncRNA	intergenic	-57.335644	-20.814077	no hit	2
ENSG00000234084.1_1	RP3-388E23.2	lncRNA	transcript_overlap	-66.54323	2.9767098	no hit	2
ENSG00000231028.8_1	LINC00271	lncRNA	promoter_overlap	2.7466319	42.735226	no hit	2
ENSG00000237596.6_2	RP13-143G15.4	lncRNA	transcript_overlap	10.968638	-62.475517	no hit	1
ENSG00000260418.1_1	RP3-406A7.7	lncRNA	intergenic	-41.880642	-0.8708513	no hit	2
ENSG00000272189.1_1	RP3-325F22.5	lncRNA	promoter_overlap	-14.818556	11.275547	no hit	2
ENSG00000225391.5_1	NHEG1	lncRNA	intergenic	-36.546547	-49.81805	no hit	2
ENSG00000283265.1_1	RP11-95M15.3	lncRNA	transcript_overlap	-20.922491	-45.75443	no hit	2
ENSG00000234956.5_1	RP11-356I2.1	lncRNA	transcript_overlap	8.906061	-0.33408013	no hit	2
ENSG00000237499.6_1	RP11-356I2.4	lncRNA	transcript_overlap	9.024231	-0.6466219	no hit	1
ENSG00000229922.5_1	RP11-240M16.1	lncRNA	promoter_overlap	-20.906116	-45.922546	no hit	2
ENSG00000225177.5_1	RP11-390P2.4	lncRNA	promoter_overlap	-21.926697	-48.984333	no hit	2
ENSG00000231329.7_2	RP1-225E12.2	lncRNA	transcript_overlap	-29.005102	7.3040557	no hit	2
ENSG00000238099.2_1	LINC01625	lncRNA	intergenic	8.678668	-60.576443	no hit	2
ENSG00000234147.1_1	RP3-460G2.2	lncRNA	intergenic	-21.446438	34.24125	no hit	2
ENSG00000236366.2_1	RP11-440G9.1	lncRNA	intergenic	-3.974483	45.746204	no hit	2
ENSG00000233138.1_1	RP1-67K17.3	lncRNA	transcript_overlap	-29.315086	1.3345573	no hit	2
ENSG00000237851.1_1	RP1-67K17.4	lncRNA	transcript_overlap	-64.847824	26.183214	no hit	2
ENSG00000224460.1_1	RP11-439L18.2	lncRNA	transcript_overlap	-29.937666	1.7927401	no hit	2
ENSG00000232618.1_1	RP11-439L18.1	lncRNA	transcript_overlap	-60.350105	9.183206	lenient	2
ENSG00000229017.6_1	LINC01277	lncRNA	intergenic	-62.592106	14.572064	no hit	2
ENSG00000270828.1_1	RP3-466P17.2	lncRNA	transcript_overlap	-30.552958	33.07623	no hit	2
ENSG00000235652.7_1	RP11-545I5.3	lncRNA	transcript_overlap	12.83016	23.624346	no hit	2
ENSG00000233452.6_2	STXBP5-AS1	lncRNA	promoter_overlap	7.2711306	46.04101	no hit	1
ENSG00000196634.3_1	LUADT1	lncRNA	transcript_overlap	-36.79981	17.483683	no hit	2
ENSG00000227681.5_2	RP11-307P5.1	lncRNA	transcript_overlap	7.1482406	44.669434	no hit	1
ENSG00000236591.1_1	RP11-162J8.3	lncRNA	transcript_overlap	11.755049	0.26268587	no hit	2
ENSG00000281021.1_1	RP1-12G14.9	lncRNA	transcript_overlap	-54.091442	-10.852068	no hit	2
ENSG00000233330.1_1	RP1-12G14.7	lncRNA	gene_nearby	-46.884476	-5.1689677	no hit	2
ENSG00000231760.4_1	RP11-350J20.5	lncRNA	transcript_overlap	-27.356014	5.5705204	no hit	2
ENSG00000224029.1_2	RP11-136K14.2	lncRNA	transcript_overlap	-60.376205	7.6155405	lenient	2
ENSG00000232290.1_1	RP1-292B18.3	lncRNA	transcript_overlap	-62.112602	26.700495	no hit	2
