group_id	ctrl_status	gene_name	gene_id	transcript_name	transcript_id	cleaner_transcript_biotype	cleaner_gene_biotype	CRISPhieRmix_FDR	is_hit	effect_size	csf	hESC_mean	endo_mean	qval_hESC_endo	endo_hESC_log2fc	endo_hESC_abslog2fc
NC_000016.10:+:56300585	experimental	RP11-441F2.2	ENSG00000260198.1_2	RP11-441F2.2-001	ENST00000564074.1_1	transcript_overlap	transcript_overlap	0.884441871423865	no hit	0.8694456067775871	lncRNA_good_csf	0.124925951646619	0.0	0.0358153709750964	-0.16983003903506586	0.16983003903506586
NC_000017.11:+:30576464	experimental	AC005562.1	ENSG00000214719.11_2	AC005562.1-001	ENST00000398849.6_1	promoter_overlap	promoter_overlap	0.94841259259748	no hit	0.8693177457471031	lncRNA_good_csf	3.666882811535875	4.48955125935432	0.0251525996146179	0.23422898091396574	0.23422898091396574
NC_000017.11:+:30576464	experimental	AC005562.1	ENSG00000214719.11_2	AC005562.1-005	ENST00000583030.1_1	promoter_overlap	promoter_overlap	0.94841259259748	no hit	0.8693177457471031	lncRNA_good_csf	0.0971479278438736	0.1012341199202138	0.17117405509343603	0.005363158637167867	0.005363158637167867
NC_000017.11:+:42495643	experimental	RP11-194N12.2	ENSG00000267222.1_2	RP11-194N12.2-001	ENST00000591343.1_1	transcript_overlap	transcript_overlap	0.9666824101522872	no hit	0.86928638173319	lncRNA_good_csf	0.2008760931415015	0.1724257654232945	0.23000691878081198	-0.034590722497578275	0.034590722497578275
NC_000019.10:+:54890289	experimental	CTB-61M7.2	ENSG00000268734.1_1	CTB-61M7.2-001	ENST00000594721.1_1	gene_nearby	gene_nearby	0.926196555998026	no hit	0.8688856106976051	lncRNA_good_csf	0.12992593886155585	0.346682870539875	0.18599748729013502	0.2531819373830989	0.2531819373830989
NC_000002.12:+:176637735	experimental	LINC01117	ENSG00000224577.1_1	LINC01117-001	ENST00000443670.1_1	promoter_overlap	promoter_overlap	0.9663560668816492	no hit	0.8687654944637099	lncRNA_good_csf	0.1015291772731562	0.09860012096234656	sleuth NA	-0.0038413537913700975	0.0038413537913700975
NC_000022.11:+:30970655	experimental	TUG1	ENSG00000253352.8_1	TUG1-003	ENST00000540687.5_1	gene_nearby	transcript_overlap	0.972214236569904	stringent no hit	0.868764368551327	lncRNA_good_csf	15.136819327750402	15.111122699853848	0.18974955112642397	-0.002299210625516921	0.002299210625516921
NC_000002.12:-:15942237	experimental	MYCNOS	ENSG00000233718.5_1	MYCNOS-003	ENST00000448719.1_1	transcript_overlap	transcript_overlap	0.962869705607228	no hit	0.8685595068470842	lncRNA_good_csf	0.13903347521725326	0.0	sleuth NA	-0.18781014723939585	0.18781014723939585
NC_000012.12:+:75964402	experimental	RP11-290L1.5	ENSG00000257329.1_2	RP11-290L1.5-001	ENST00000549888.1_1	transcript_overlap	transcript_overlap	0.971611807781307	no hit	0.868511524474182	lncRNA_good_csf	0.1270389834783695	0.0	sleuth NA	-0.17253741817050355	0.17253741817050355
NC_000015.10:+:82738386	experimental	RP11-752G15.10	ENSG00000279758.1_1	RP11-752G15.10-001	ENST00000624471.1_1	intergenic	intergenic	0.953131503516126	no hit	0.868511274993875	lncRNA_good_csf	0.4668976120554861	0.338860779369838	0.18687147861475698	-0.13176222520727648	0.13176222520727648
NC_000005.10:+:31558573	experimental	CTD-2008E3.1	ENSG00000279923.1_1	CTD-2008E3.1-001	ENST00000624768.1_1	intergenic	intergenic	0.951150772596574	no hit	0.8684816924757192	lncRNA_good_csf	0.14825818858207998	0.14526173930284805	0.19949593651524303	-0.003769720875316985	0.003769720875316985
NC_000023.11:-:24149637	experimental	ZFX-AS1	ENSG00000234230.1_1	ZFX-AS1-001	ENST00000427551.1_1	promoter_overlap	promoter_overlap	0.94577600957736	no hit	0.8683093450648579	lncRNA_good_csf	0.14846494266662644	0.958929770503923	0.0881679165801888	0.7703588579748941	0.7703588579748941
NC_000019.10:+:58347754	experimental	A1BG-AS1	ENSG00000268895.5_2	A1BG-AS1-006	ENST00000600379.5_1	promoter_overlap	transcript_overlap	0.846161727545958	no hit	0.8681754963229521	lncRNA_good_csf	0.3952969779759514	0.39757959924669256	0.409963185588996	0.0023582331905620704	0.0023582331905620704
NC_000019.10:+:58347754	experimental	A1BG-AS1	ENSG00000268895.5_2	A1BG-AS1-002	ENST00000594950.5_1	promoter_overlap	transcript_overlap	0.846161727545958	no hit	0.8681754963229521	lncRNA_good_csf	0.5112909785822259	0.6011195542849315	0.36453817398874605	0.0832995781211542	0.0832995781211542
NC_000019.10:+:58347754	experimental	A1BG-AS1	ENSG00000268895.5_2	A1BG-AS1-005	ENST00000593960.5_1	promoter_overlap	transcript_overlap	0.846161727545958	no hit	0.8681754963229521	lncRNA_good_csf	0.4606911172817194	0.9138346294054108	0.110032988887206	0.3898150416510005	0.3898150416510005
NC_000002.12:-:1580310	experimental	AC141930.2	ENSG00000231482.2_2	AC141930.2-001	ENST00000419028.2_1	transcript_overlap	transcript_overlap	0.8675031993555149	no hit	0.8680994999957401	lncRNA_good_csf	0.3748157744451635	0.16644894633632998	0.305094742802698	-0.2371151460236588	0.2371151460236588
NC_000001.11:-:28581871	experimental	SNHG12	ENSG00000197989.13_1	SNHG12-008	ENST00000461832.1_1	intergenic	transcript_overlap	0.9538262999049152	no hit	0.867917850105963	lncRNA_good_csf	0.16169604682494698	0.4225874109922619	0.47263041055538496	0.2922846590964593	0.2922846590964593
NC_000001.11:-:28581871	experimental	SNHG12	ENSG00000197989.13_1	SNHG12-010	ENST00000483436.5_1	gene_nearby	transcript_overlap	0.9538262999049152	no hit	0.867917850105963	lncRNA_good_csf	0.2715109820900985	0.0	0.0784492782270064	-0.3465439226953426	0.3465439226953426
NC_000001.11:-:28581871	experimental	SNHG12	ENSG00000197989.13_1	SNHG12-005	ENST00000481368.5_1	transcript_overlap	transcript_overlap	0.9538262999049152	no hit	0.867917850105963	lncRNA_good_csf	0.7857718430947644	0.8539388984092271	0.17106906629321098	0.05404592870799176	0.05404592870799176
NC_000001.11:-:28581871	experimental	SNHG12	ENSG00000197989.13_1	SNHG12-012	ENST00000461448.5_1	transcript_overlap	transcript_overlap	0.9538262999049152	no hit	0.867917850105963	lncRNA_good_csf	0.810335778351565	2.44269292718558	0.0188566441680421	0.9272801936708196	0.9272801936708196
NC_000001.11:-:28581871	experimental	SNHG12	ENSG00000197989.13_1	SNHG12-004	ENST00000474814.1_1	transcript_overlap	transcript_overlap	0.9538262999049152	no hit	0.867917850105963	lncRNA_good_csf	0.08059216921603041	1.133291834109097	0.0144345181887251	0.9812592074541504	0.9812592074541504
NC_000001.11:-:28581871	experimental	SNHG12	ENSG00000197989.13_1	SNHG12-006	ENST00000481220.5_1	transcript_overlap	transcript_overlap	0.9538262999049152	no hit	0.867917850105963	lncRNA_good_csf	0.7377008186519645	0.1678457458114877	0.0941488920539322	-0.5733299842539752	0.5733299842539752
NC_000001.11:-:28581871	experimental	SNHG12	ENSG00000197989.13_1	SNHG12-001	ENST00000531126.5_1	transcript_overlap	transcript_overlap	0.9538262999049152	no hit	0.867917850105963	lncRNA_good_csf	17.4244863529408	6.493588474407829	0.0027766350749457197	-1.2978957432718046	1.2978957432718046
NC_000001.11:-:28581871	experimental	SNHG12	ENSG00000197989.13_1	SNHG12-003	ENST00000470977.5_1	transcript_overlap	transcript_overlap	0.9538262999049152	no hit	0.867917850105963	lncRNA_good_csf	8.519610073910204	7.047565454999715	0.0740370368598743	-0.242350075587547	0.242350075587547
NC_000003.12:-:125889018	experimental	RP11-379B18.5	ENSG00000241288.7_1	RP11-379B18.5-011	ENST00000608488.1_1	intergenic	transcript_overlap	0.970287876453772	no hit	0.8674328262305179	lncRNA_good_csf	0.0704560171953805	2.4253481038134796	0.039216917723237	1.6780250909800611	1.6780250909800611
NC_000004.12:+:131380013	experimental	RP11-314N14.1	ENSG00000250102.5_2	RP11-314N14.1-001	ENST00000500169.6_1	intergenic	intergenic	0.927586860114657	no hit	0.8673501323420819	lncRNA_good_csf	0.0958276775689941	0.7418560331683679	0.178902957265436	0.6686044404124061	0.6686044404124061
NC_000005.10:-:176199459	experimental	RP11-844P9.6	ENSG00000283235.1_1	RP11-844P9.6-003	ENST00000508056.5_2	transcript_overlap	transcript_overlap	0.9693786327799008	no hit	0.8672966722020901	lncRNA_good_csf	0.06791129328380435	5.812577191604586	0.0016804628715779801	2.673408858044458	2.673408858044458
NC_000012.12:+:107736594	experimental	RP11-864J10.4	ENSG00000258136.1_1	RP11-864J10.4-002	ENST00000546829.1_1	transcript_overlap	transcript_overlap	0.969582446555778	no hit	0.8671835104978042	lncRNA_good_csf	0.10492973636119553	0.2373442479329045	0.26434047590515	0.16329230575162146	0.16329230575162146
NC_000012.12:+:107736594	experimental	RP11-864J10.4	ENSG00000258136.1_1	RP11-864J10.4-001	ENST00000546714.1_1	transcript_overlap	transcript_overlap	0.969582446555778	no hit	0.8671835104978042	lncRNA_good_csf	0.1590225130129395	0.3911650796206665	0.0651381665777839	0.26338503462742197	0.26338503462742197
NC_000001.11:-:3133802	experimental	RP1-163G9.2	ENSG00000226286.1_1	RP1-163G9.2-001	ENST00000440516.1_1	transcript_overlap	transcript_overlap	0.9716145975884108	no hit	0.8669015017122571	lncRNA_good_csf	0.0	0.8810047766301025	0.0241278719084041	0.9115035124505876	0.9115035124505876
NC_000007.14:+:30424672	experimental	GS1-114I9.1	ENSG00000272638.1_1	GS1-114I9.1-001	ENST00000608195.1_1	transcript_overlap	transcript_overlap	0.971481128269337	no hit	0.866840117905332	lncRNA_good_csf	2.430417070688465	0.142867345166713	0.023176910274160002	-1.5857260333154872	1.5857260333154872
NC_000014.9:+:21024222	experimental	AL161668.5	ENSG00000258604.1_2	AL161668.5-001	ENST00000533984.1_1	promoter_overlap	promoter_overlap	0.9698624785897768	no hit	0.866659213567538	lncRNA_good_csf	0.078755901047908	0.3574112438566155	0.18969285483843804	0.33148941726919257	0.33148941726919257
NC_000021.9:-:37719568	experimental	KCNJ6-AS1	ENSG00000233213.1_2	KCNJ6-AS1-001	ENST00000435001.1_1	transcript_overlap	transcript_overlap	0.956888784806394	no hit	0.8666331190254399	lncRNA_good_csf	1.6244532339092952	5.77018686270522	0.0190911981873469	1.3671787640472617	1.3671787640472617
NC_000017.11:+:60078973	experimental	CTD-2319I12.2	ENSG00000267416.1_1	CTD-2319I12.2-001	ENST00000589740.1_1	promoter_overlap	promoter_overlap	0.95383409822599	no hit	0.8666228098178941	lncRNA_good_csf	1.6026344860079549	2.07241960316548	0.0708577560311705	0.2394025458267278	0.2394025458267278
NC_000014.9:+:101257313	experimental	CTD-2561F5.1	ENSG00000258497.1_1	CTD-2561F5.1-001	ENST00000555328.1_1	intergenic	intergenic	0.967059554943982	no hit	0.866600793647145	lncRNA_good_csf	0.00563722084823145	0.4111376599190825	0.0104713477123828	0.4887487800389141	0.4887487800389141
NC_000005.10:-:93438736	experimental	NR2F1-AS1	ENSG00000237187.8_1	NR2F1-AS1-015	ENST00000606188.1_1	intergenic	transcript_overlap	0.7420502750354491	no hit	0.8665193330239991	lncRNA_good_csf	0.1177980305660595	0.2815483731666193	1.0	0.1972283971963053	0.1972283971963053
NC_000004.12:-:179465306	experimental	RP11-404J23.1	ENSG00000250993.1_1	RP11-404J23.1-001	ENST00000512036.1_1	intergenic	intergenic	0.9721104038191032	no hit	0.8664098272769419	lncRNA_good_csf	2.7344509709943603	0.19566766157812598	0.0124103399436114	-1.6430797123963463	1.6430797123963463
NC_000008.11:-:125351415	experimental	RP11-550A5.2	ENSG00000254431.1_1	RP11-550A5.2-001	ENST00000526947.1_1	transcript_overlap	transcript_overlap	0.9649040387440608	no hit	0.865860013477562	lncRNA_good_csf	1.5908111300178602	1.8265467386088299	0.0929338025909596	0.12563670603361093	0.12563670603361093
NC_000001.11:+:2581487	experimental	RP3-395M20.9	ENSG00000228037.1_1	RP3-395M20.9-001	ENST00000424215.1_1	intergenic	intergenic	0.9685834399316908	no hit	0.865856607005898	lncRNA_good_csf	0.1107514106867703	0.07084689444826467	sleuth NA	-0.052783749744363714	0.052783749744363714
NC_000009.12:+:19453218	experimental	RP11-363E7.4	ENSG00000260912.1_1	RP11-363E7.4-001	ENST00000563205.1_1	intergenic	intergenic	0.923632359503363	no hit	0.865590898038309	lncRNA_good_csf	4.020434046363024	0.290900998445751	0.000873171643173978	-1.959433737158217	1.959433737158217
NC_000009.12:-:41035563	experimental	RP11-87H9.3	ENSG00000231242.1	RP11-87H9.3-001	ENST00000412376.1	transcript_overlap	transcript_overlap	0.951869521010359	no hit	0.8654941263846	lncRNA_good_csf	0.1048904797888003	0.17432230969138598	0.193846238287623	0.08792505901035022	0.08792505901035022
NC_000009.12:-:136327336	experimental	DKFZP434A062	ENSG00000262075.3_1	DKFZP434A062-001	ENST00000573103.2_1	promoter_overlap	promoter_overlap	0.9217372999340272	no hit	0.865407372756978	lncRNA_good_csf	0.0609077511677941	0.0506933939883587	0.21546654528941	-0.013957481905889895	0.013957481905889895
NC_000008.11:+:74599781	experimental	MIR2052HG	ENSG00000254349.5_2	MIR2052HG-003	ENST00000523442.5_1	transcript_overlap	transcript_overlap	0.969763835831871	no hit	0.865189239862588	lncRNA_good_csf	1.1148747991782801	0.0591350258651888	0.0298577688108955	-0.99768573236099	0.99768573236099
NC_000016.10:-:3099291	mRNA	ZSCAN10	ENSG00000130182.7_1	ZSCAN10-009	ENST00000572431.1_1	protein_coding	protein_coding	0.956882543236816	no hit	0.864875531292336	protein_coding	49.19149629796989	4.561829715998392	0.000784671212506082	-3.1738114759113936	3.1738114759113936
NC_000016.10:-:3099291	mRNA	ZSCAN10	ENSG00000130182.7_1	ZSCAN10-001	ENST00000576985.5_1	protein_coding	protein_coding	0.956882543236816	no hit	0.864875531292336	protein_coding	59.00504469635774	5.70268726641258	0.000412074105488672	-3.1622722675816735	3.1622722675816735
NC_000012.12:-:6451501	experimental	CD27-AS1	ENSG00000215039.6_1	CD27-AS1-001	ENST00000535639.5_1	promoter_overlap	promoter_overlap	0.966717380817827	no hit	0.8648166559025819	lncRNA_good_csf	0.28726506895406106	0.13475582599232125	0.13185534578042002	-0.18192726338982249	0.18192726338982249
NC_000012.12:-:6451501	experimental	CD27-AS1	ENSG00000215039.6_1	CD27-AS1-003	ENST00000545339.5_1	promoter_overlap	promoter_overlap	0.966717380817827	no hit	0.8648166559025819	lncRNA_good_csf	0.5136902550178546	0.5226295145890301	0.15070946071081198	0.008494930503409425	0.008494930503409425
NC_000012.12:-:6451501	experimental	CD27-AS1	ENSG00000215039.6_1	CD27-AS1-008	ENST00000538616.1_1	promoter_overlap	promoter_overlap	0.966717380817827	no hit	0.8648166559025819	lncRNA_good_csf	0.3512736625582435	0.2243040553394175	0.519733426512707	-0.14235798647918274	0.14235798647918274
NC_000012.12:-:6451501	experimental	CD27-AS1	ENSG00000215039.6_1	CD27-AS1-002	ENST00000537003.1_1	promoter_overlap	promoter_overlap	0.966717380817827	no hit	0.8648166559025819	lncRNA_good_csf	1.054371412086882	0.4717856650977476	0.25538547606895895	-0.48112944344115793	0.48112944344115793
NC_000012.12:-:6451501	experimental	CD27-AS1	ENSG00000215039.6_1	CD27-AS1-007	ENST00000536388.5_1	promoter_overlap	promoter_overlap	0.966717380817827	no hit	0.8648166559025819	lncRNA_good_csf	0.5146546958778775	0.1561192099893555	0.345884344586531	-0.3896987671364461	0.3896987671364461
NC_000012.12:-:6451501	experimental	CD27-AS1	ENSG00000215039.6_1	CD27-AS1-004	ENST00000504270.2_1	promoter_overlap	promoter_overlap	0.966717380817827	no hit	0.8648166559025819	lncRNA_good_csf	3.3176049832994847	1.90880343929951	0.0560957785550547	-0.5698054471022476	0.5698054471022476
NC_000010.11:+:101236487	experimental	LBX1-AS1	ENSG00000227128.4_1	LBX1-AS1-006	ENST00000430651.1_1	intergenic	promoter_overlap	0.9548568452856	no hit	0.864712138682106	lncRNA_good_csf	0.0	0.0	sleuth NA	0.0	0.0
NC_000014.9:+:51750560	experimental	RP11-280K24.1	ENSG00000259111.1_2	RP11-280K24.1-001	ENST00000557308.1_1	intergenic	intergenic	0.971106228136113	no hit	0.8646840866176021	lncRNA_good_csf	0.088346339867214	0.4059866505080715	0.17634190115632	0.369445164033245	0.369445164033245
NC_000012.12:+:6742985	experimental	RP4-761J14.10	ENSG00000269892.1_1	RP4-761J14.10-001	ENST00000602431.1_1	intergenic	intergenic	0.956144259646414	no hit	0.864561244754823	lncRNA_good_csf	0.4392319785076485	0.405772361807368	0.185910073090983	-0.03393615130953655	0.03393615130953655
NC_000001.11:+:16872268	experimental	RP11-108M9.3	ENSG00000228549.3_2	RP11-108M9.3-002	ENST00000453554.1_1	transcript_overlap	transcript_overlap	0.972026313419844	no hit	0.864532230699667	lncRNA_good_csf	0.449469485693542	0.23681869988869406	0.150370808194721	-0.2288909248840741	0.2288909248840741
NC_000001.11:+:16872268	experimental	RP11-108M9.3	ENSG00000228549.3_2	RP11-108M9.3-003	ENST00000451828.1_1	transcript_overlap	transcript_overlap	0.972026313419844	no hit	0.864532230699667	lncRNA_good_csf	0.1894227930152685	0.04892327138101795	sleuth NA	-0.18135247879028932	0.18135247879028932
NC_000005.10:-:178939222	experimental	RP11-281O15.8	ENSG00000272431.1_1	RP11-281O15.8-001	ENST00000606195.1_1	intergenic	intergenic	0.950982290162197	no hit	0.864516231621489	lncRNA_good_csf	0.09763370216830937	0.1264703854623905	sleuth NA	0.0374127017235235	0.0374127017235235
NC_000016.10:-:87779163	experimental	RP4-536B24.4	ENSG00000260498.5_1	RP4-536B24.4-001	ENST00000563993.5_1	gene_nearby	gene_nearby	0.902090070399097	no hit	0.864451358099103	lncRNA_good_csf	0.5777596676933199	0.215004079274135	0.176146654464034	-0.3769163059386277	0.3769163059386277
NC_000009.12:+:83847563	experimental	RP11-575L7.4	ENSG00000231616.8_2	RP11-575L7.4-012	ENST00000615485.4_1	transcript_overlap	transcript_overlap	0.9710140121049308	no hit	0.864225334385116	lncRNA_good_csf	1.7952659492568852	0.2824146718954345	0.0383837667600757	-1.1241227152191369	1.1241227152191369
NC_000002.12:-:117803875	experimental	AC009312.1	ENSG00000238207.1_1	AC009312.1-001	ENST00000457110.1_1	intergenic	intergenic	0.9587370449561752	no hit	0.864176594353503	lncRNA_good_csf	1.1014962461319244	0.344427265214412	0.0689166366568755	-0.6444251732729263	0.6444251732729263
NC_000010.11:-:31319062	experimental	ZEB1-AS1	ENSG00000237036.4_1	ZEB1-AS1-009	ENST00000607166.1_1	promoter_overlap	transcript_overlap	0.939821726810041	no hit	0.8641144824799458	lncRNA_good_csf	1.8098564401919253	2.72750110032292	0.0165674526664325	0.4077123555174873	0.4077123555174873
NC_000010.11:-:31319062	experimental	ZEB1-AS1	ENSG00000237036.4_1	ZEB1-AS1-001	ENST00000450834.2_1	promoter_overlap	transcript_overlap	0.939821726810041	no hit	0.8641144824799458	lncRNA_good_csf	0.0	0.0243729188960194	sleuth NA	0.034741018365424994	0.034741018365424994
NC_000010.11:-:31319062	experimental	ZEB1-AS1	ENSG00000237036.4_1	ZEB1-AS1-003	ENST00000441257.1_1	promoter_overlap	transcript_overlap	0.939821726810041	no hit	0.8641144824799458	lncRNA_good_csf	0.9303562708358472	1.0973945677147516	0.254420508447575	0.11973115171527332	0.11973115171527332
NC_000010.11:-:31319062	experimental	ZEB1-AS1	ENSG00000237036.4_1	ZEB1-AS1-008	ENST00000607455.1_1	promoter_overlap	transcript_overlap	0.939821726810041	no hit	0.8641144824799458	lncRNA_good_csf	0.3380277390322805	0.6698145131324069	0.18548051253162998	0.3195798284803568	0.3195798284803568
NC_000010.11:-:31319062	experimental	ZEB1-AS1	ENSG00000237036.4_1	ZEB1-AS1-002	ENST00000424191.1_1	promoter_overlap	transcript_overlap	0.939821726810041	no hit	0.8641144824799458	lncRNA_good_csf	0.03881768314571115	0.317362127030763	sleuth NA	0.34270950221963764	0.34270950221963764
NC_000006.12:+:142950052	experimental	RP11-439L18.1	ENSG00000232618.1_1	RP11-439L18.1-001	ENST00000417650.1_1	transcript_overlap	transcript_overlap	0.9610918370560642	no hit	0.863992112350734	lncRNA_good_csf	0.31718548102486105	0.02113096012633045	0.11302572476901701	-0.3672906108663522	0.3672906108663522
NC_000001.11:-:43707337	experimental	KDM4A-AS1	ENSG00000236200.5_1	KDM4A-AS1-001	ENST00000439057.5_1	promoter_overlap	transcript_overlap	0.9712804668767968	no hit	0.8637956327963421	lncRNA_good_csf	0.5535429434825531	0.3865554130505986	0.25942852479727	-0.1640568472291827	0.1640568472291827
NC_000001.11:-:43707337	experimental	KDM4A-AS1	ENSG00000236200.5_1	KDM4A-AS1-004	ENST00000418149.1_1	promoter_overlap	transcript_overlap	0.9712804668767968	no hit	0.8637956327963421	lncRNA_good_csf	0.1489018277689405	0.0	sleuth NA	-0.2002555267552232	0.2002555267552232
NC_000019.10:-:50793583	experimental	CTD-2568A17.8	ENSG00000268375.1_1	CTD-2568A17.8-001	ENST00000594114.1_1	promoter_overlap	promoter_overlap	0.599583949024394	no hit	0.863780618727417	lncRNA_good_csf	0.0	0.263591554761979	sleuth NA	0.3375301999500925	0.3375301999500925
NC_000015.10:-:50497079	experimental	RP11-562A8.5	ENSG00000259618.1_1	RP11-562A8.5-001	ENST00000560159.1_1	transcript_overlap	transcript_overlap	0.968631502122171	no hit	0.8636430833559409	lncRNA_good_csf	0.660395702736899	0.7035521549127386	0.337750500682156	0.037019013554933235	0.037019013554933235
NC_000007.14:-:107133732	experimental	CTA-360L10.1	ENSG00000243193.4_2	CTA-360L10.1-001	ENST00000494849.3_1	transcript_overlap	transcript_overlap	0.8805196502849459	no hit	0.863461635941263	lncRNA_good_csf	0.10229756847562448	0.044235991700557	sleuth NA	-0.07806594621128804	0.07806594621128804
NC_000014.9:-:19384586	experimental	LINC01297	ENSG00000274827.4_1	LINC01297-001	ENST00000621052.1_1	intergenic	intergenic	0.9362565834482572	no hit	0.863127473492859	lncRNA_good_csf	0.07537740455466366	0.1204072936570088	0.165133906237572	0.05918021659756083	0.05918021659756083
NC_000019.10:+:36573446	experimental	ZNF529-AS1	ENSG00000233527.8_1	ZNF529-AS1-004	ENST00000592880.6_1	promoter_overlap	transcript_overlap	0.966369041388964	no hit	0.8630438886092171	lncRNA_good_csf	2.09467476275052	5.28645704942646	0.0234797371267424	1.0224593691371182	1.0224593691371182
NC_000005.10:-:1551709	experimental	CTD-2245E15.3	ENSG00000251532.1_1	CTD-2245E15.3-001	ENST00000503113.1_1	intergenic	intergenic	0.967609397092454	no hit	0.8627833356653299	lncRNA_good_csf	0.0	0.07804717757926574	sleuth NA	0.10842031479759852	0.10842031479759852
NC_000020.11:-:22578579	experimental	LINC00261	ENSG00000259974.2_2	LINC00261-003	ENST00000564492.1_1	intergenic	intergenic	0.972228832331889	stringent no hit	0.8627220091679331	lncRNA_good_csf	0.04849037614244839	64.63220048418985	0.004950254849839211	5.968018279448545	5.968018279448545
NC_000007.14:-:44986652	experimental	SNHG15	ENSG00000232956.8_1	SNHG15-010	ENST00000584327.5_1	intergenic	intergenic	0.955837031176037	no hit	0.862652015925133	lncRNA_good_csf	0.8259279454826965	0.07701000315361	0.0804510619723424	-0.7615981854708133	0.7615981854708133
NC_000007.14:-:44986652	experimental	SNHG15	ENSG00000232956.8_1	SNHG15-003	ENST00000580528.1_1	intergenic	intergenic	0.955837031176037	no hit	0.862652015925133	lncRNA_good_csf	0.206865331398702	0.3116621330813375	0.282009757634598	0.12013144722676597	0.12013144722676597
NC_000007.14:-:44986652	experimental	SNHG15	ENSG00000232956.8_1	SNHG15-006	ENST00000582727.1_1	intergenic	intergenic	0.955837031176037	no hit	0.862652015925133	lncRNA_good_csf	6.486027572205624	3.52883538619312	0.009321779289937009	-0.7250602605604197	0.7250602605604197
NC_000007.14:-:44986652	experimental	SNHG15	ENSG00000232956.8_1	SNHG15-008	ENST00000580458.5_1	intergenic	intergenic	0.955837031176037	no hit	0.862652015925133	lncRNA_good_csf	0.4384523853182285	0.27808141613769605	1.0	-0.17053772520759958	0.17053772520759958
NC_000007.14:-:44986652	experimental	SNHG15	ENSG00000232956.8_1	SNHG15-004	ENST00000585030.5_1	intergenic	intergenic	0.955837031176037	no hit	0.862652015925133	lncRNA_good_csf	4.259376783082425	0.9762470830071421	0.0160182189352573	-1.4121285224291915	1.4121285224291915
NC_000007.14:-:44986652	experimental	SNHG15	ENSG00000232956.8_1	SNHG15-007	ENST00000579383.5_1	intergenic	intergenic	0.955837031176037	no hit	0.862652015925133	lncRNA_good_csf	11.451123197720651	2.2572898108389046	0.0108582322314112	-1.9345319001261	1.9345319001261
NC_000007.14:-:44986652	experimental	SNHG15	ENSG00000232956.8_1	SNHG15-002	ENST00000577700.5_1	intergenic	intergenic	0.955837031176037	no hit	0.862652015925133	lncRNA_good_csf	3.9371968443239096	2.81161641356291	0.0115104247408276	-0.3732892267112765	0.3732892267112765
NC_000007.14:-:44986652	experimental	SNHG15	ENSG00000232956.8_1	SNHG15-009	ENST00000438705.3_1	intergenic	intergenic	0.955837031176037	no hit	0.862652015925133	lncRNA_good_csf	0.0	1.4789706959197648	0.0353704096433279	1.3097412173297942	1.3097412173297942
NC_000007.14:-:44986652	experimental	SNHG15	ENSG00000232956.8_1	SNHG15-001	ENST00000578968.5_1	intergenic	intergenic	0.955837031176037	no hit	0.862652015925133	lncRNA_good_csf	44.48054744683064	12.2790476829276	0.00175466965923447	-1.7760979335598541	1.7760979335598541
NC_000009.12:-:128552409	experimental	RP11-216B9.6	ENSG00000228395.1_1	RP11-216B9.6-001	ENST00000434999.1_1	promoter_overlap	promoter_overlap	0.9530987522191892	no hit	0.862469614227208	lncRNA_good_csf	0.3266201921950595	2.208253869671145	0.0126676252256145	1.2740329169124291	1.2740329169124291
NC_000016.10:+:68316038	experimental	RP11-96D1.3	ENSG00000259797.1_2	RP11-96D1.3-001	ENST00000563203.1_1	promoter_overlap	transcript_overlap	0.953810691219542	no hit	0.8623700787365199	lncRNA_good_csf	0.697522079625413	0.397144845687867	0.202401695462155	-0.2809487431912116	0.2809487431912116
NC_000007.14:+:95596681	experimental	AC002451.3	ENSG00000231170.5_1	AC002451.3-001	ENST00000432265.1_1	promoter_overlap	promoter_overlap	0.954511642446186	no hit	0.8622697105999949	lncRNA_good_csf	0.01053996714742075	0.13534786964258205	sleuth NA	0.16800802395920886	0.16800802395920886
NC_000016.10:-:31459753	experimental	RP11-452L6.5	ENSG00000260267.1_1	RP11-452L6.5-001	ENST00000564629.1_1	promoter_overlap	transcript_overlap	0.968778053661538	no hit	0.862147160112244	lncRNA_good_csf	1.001241688441105	1.7042921210476751	0.0267574236221078	0.43435559082523056	0.43435559082523056
NC_000001.11:+:68496695	experimental	DEPDC1-AS1	ENSG00000234264.1_1	DEPDC1-AS1-002	ENST00000428732.1_1	promoter_overlap	promoter_overlap	0.9718688423588492	stringent no hit	0.8620465172193101	lncRNA_good_csf	0.19786917105174492	0.0304530582116866	0.11279499777878098	-0.2171915632731028	0.2171915632731028
NC_000008.11:+:31343695	experimental	RP11-566H8.2	ENSG00000254095.1_2	RP11-566H8.2-003	ENST00000505166.2_1	transcript_overlap	transcript_overlap	0.964589446747241	no hit	0.8620354715613109	lncRNA_good_csf	0.0	0.21025427644438002	sleuth NA	0.2753101919836888	0.2753101919836888
NC_000007.14:-:66393728	experimental	LINC00174	ENSG00000179406.6_1	LINC00174-004	ENST00000416366.1_1	transcript_overlap	transcript_overlap	0.964280595091629	no hit	0.8619977441719301	lncRNA_good_csf	0.17382977252994675	0.0286957840150463	sleuth NA	-0.19040680819992645	0.19040680819992645
