gene_id	gene_name	csf	cleaner_gene_biotype	minimal_biotype	endo_ctrl_val	min_hit	max_eff	max_exp	gc	n_tss	n_enh	enh_dist	prom_cons	exon_cons	dna_len	rna_len	n_exons	hESC_mean	endo_mean	endo_hESC_abslog2fc	closest_endo_snp_distance	closest_endo_snp_id	closest_endo_snp_disease
ENSG00000238207.1_1	AC009312.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.18987373605724026	0.2525587	0.552365	0.0	25.0	16325	0.08	0.005	46611	592	4	1.1014962461319244	0.34442726521441197	0.6444251732729263	887990	rs114928225	lung adenocarcinoma
ENSG00000236255.1_1	AC009404.2	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.4086739469873404	6.3626450000000006	0.5440163333333334	0.0	26.0	13062	0.0	0.0	7721	3090	3	2.2110997907918772	1.7081447432844294	0.5463800765374455	850506	rs114928225	lung adenocarcinoma
ENSG00000279227.1_1	AC009303.2	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.2994543847378996	1.4936250000000002	0.513333	2.0	41.0	2731	0.0	0.0	1499	1500	1	0.8020010886991245	0.8338873618236821	0.02530514791183812	676491	rs114928225	lung adenocarcinoma
ENSG00000258910.2_1	RP11-19E11.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.3041917072838335	0.9323725	0.38796949999999997	2.0	53.0	14962	0.0	0.0	1285	695	3	0.0857277239105323	0.0	0.11866235303726727	141537	rs114928225	lung adenocarcinoma
ENSG00000259094.1_1	RP11-77A13.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.07107264689850512	0.07767427499999999	0.535114	1.0	53.0	12171	0.11	0.05	3677	1011	2	0.0684694206854492	0.156061329007595	0.1136723157484558	257143	rs114928225	lung adenocarcinoma
ENSG00000224789.1_1	AC012363.4	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.1399686010939707	0.18207939999999997	0.462609	2.0	50.0	1984	0.42	0.0033333333333333335	41659	575	3	0.4160827832111351	0.2830931841931943	0.142279657376789	727169	rs11122834	response to radiation, prostate carcinoma, erectile dysfunction
ENSG00000232140.1_1	AC073257.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.0	0.00208333	0.512428	0.0	46.0	11530	0.0	0.0	4366	523	3	0.67916644814934	1.02503846892913	0.2702040694423753	385604	rs11122834	response to radiation, prostate carcinoma, erectile dysfunction
ENSG00000229774.1_1	AC018866.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.06481934774084741	0.0756083975	0.437326	0.0	48.0	12117	0.0	0.0	23830	470	2	0.1801610381766045	0.2315354895781175	0.06147446795243632	233196	rs11122834	response to radiation, prostate carcinoma, erectile dysfunction
ENSG00000236145.1_1	AC079988.3	lncRNA_good_csf	intergenic	lncRNA	False	lenient	0.0	0.00559862	0.577206	0.0	50.0	7337	0.01	0.01	4253	544	2	0.0796593872555616	0.07026689143370947	0.012605635353528894	234615	rs11122834	response to radiation, prostate carcinoma, erectile dysfunction
ENSG00000265451.1_1	RP11-204L24.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.4432126139905611	2.63517531	0.49266899999999997	0.0	41.0	9514	0.0	0.0	2283	682	2	1.22578848298392	0.6538608518186844	0.4284786417201248	586710	rs11122834	response to radiation, prostate carcinoma, erectile dysfunction
ENSG00000236859.6_2	NIFK-AS1	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.948123707447262	19.8076785	0.5524774	2.0	37.0	1209	0.0	0.0	78381	1411	4	5.163936775447194	3.0082915750779384	0.6287717748467836	705938	rs11122834	response to radiation, prostate carcinoma, erectile dysfunction
ENSG00000279721.1_2	RP11-416H1.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.0	0.0	0.554894	0.0	38.0	11214	0.05	0.02	1511	1512	1	0.4378534403551961	0.4482679597474425	0.010411925634558715	744491	rs11122834	response to radiation, prostate carcinoma, erectile dysfunction
ENSG00000279874.1_1	RP11-329A6.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.0	0.0	0.557471	0.0	7.0	299011	0.0	0.0	173	174	1	0.0	0.3529791824304505	0.43613964150557705	1317078	rs1527243	response to radiation, prostate carcinoma, erectile dysfunction
ENSG00000228400.1_1	AC079154.1	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.03329923928709405	0.03567515	0.45941000000000004	1.0	8.0	124533	0.0	0.0	8315	542	2	0.0	0.15222109980672466	0.2044175822214009	1483414	rs1527243	response to radiation, prostate carcinoma, erectile dysfunction
ENSG00000260634.1_1	RP11-521O16.1	lncRNA_good_csf	promoter_overlap	lncRNA	False	lenient	0.6285597702958735	1.6973	0.453804	1.0	51.0	4352	0.0	0.0	1471	1472	1	0.1291240567078615	0.28651105919538844	0.18825985539112802	78834	rs6431219	prostate carcinoma
ENSG00000260163.1_1	RP11-521O16.2	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.13001999368100364	0.354429	0.58244	1.0	51.0	3840	0.0	0.01	4475	4476	1	0.172225542768135	0.4766598722739485	0.33308738087618706	74871	rs6431219	prostate carcinoma
ENSG00000236682.1_1	AC068282.3	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.3959936178356711	1.112978	0.533829	0.0	56.0	645	0.0	0.0	11450	2690	2	0.5309746550158	0.8063790190219481	0.2386502350063812	284574	rs6431219	prostate carcinoma
ENSG00000231731.7_2	AC010976.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.6468438755394428	4.9421550000000005	0.5456341935483872	0.0	57.0	5402	0.03	0.194	46897	1010	8	1.7514363303005338	7.310692603372771	1.4058982310423658	350838	rs6431219	prostate carcinoma
ENSG00000272789.1_1	RP11-286H15.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.0309546012125238	0.07071605	0.44131499999999996	0.0	62.0	8176	0.0	0.0	851	852	1	0.1346506611947255	0.16975928163804402	0.04396349035723391	521440	rs6431219	prostate carcinoma
ENSG00000272667.1_1	RP11-395A13.2	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.457990724396305	11.62221	0.48095200000000005	0.0	63.0	7192	0.0	0.0	629	630	1	3.4772702773237048	10.19363718530703	1.3219875756379529	781998	rs6431219	prostate carcinoma
ENSG00000229536.1_1	AC079776.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.16831490766650725	0.24901975	0.45115500000000003	0.0	22.0	18545	0.0	0.0	8360	563	2	0.9759736100715736	0.45138588979686	0.4451325297661756	1089779	rs4377367	progression free survival, metastatic colorectal cancer, response to cetuximab, response to CAPOX-B
ENSG00000237574.1_1	AC079776.3	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.0040694566344010585	0.08588263500000001	0.57548	0.0	22.0	64169	0.0	0.09	23526	2398	4	0.0893928149065163	0.30198081341329	0.2571839314210322	1020629	rs4377367	progression free survival, metastatic colorectal cancer, response to cetuximab, response to CAPOX-B
ENSG00000282944.1_2	RP11-1216L17.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.04779025034341439	0.050192700000000014	0.49773	0.0	24.0	44296	0.06	0.394	10463	1762	5	0.2528979067206905	0.08711722408837086	0.2047613455396581	275641	rs4377367	progression free survival, metastatic colorectal cancer, response to cetuximab, response to CAPOX-B
ENSG00000229797.1_1	AC140481.8	lncRNA_good_csf	promoter_overlap	lncRNA	False	lenient	0.21230590736215896	0.4084213	0.4661665	1.0	23.0	27875	0.0	0.0	12341	706	2	0.0119265623772017	0.197317596226626	0.2427012927832363	211453	rs4377367	progression free survival, metastatic colorectal cancer, response to cetuximab, response to CAPOX-B
ENSG00000233221.6_1	AC133785.1	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.17107098708175467	0.24729434	0.38985749999999997	0.0	23.0	7617	0.0	0.0	6016	2824	2	0.3788305367100375	0.15908558290758248	0.250458061341912	130338	rs4377367	progression free survival, metastatic colorectal cancer, response to cetuximab, response to CAPOX-B
ENSG00000283303.1_1	RP11-109E12.5	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.00013270099238721356	0.067999688	0.498925	0.0	24.0	9308	1.0	0.6699999999999999	1517	465	3	0.0106176109462122	0.21226623322440646	0.2624693471334777	396033	rs4377367	progression free survival, metastatic colorectal cancer, response to cetuximab, response to CAPOX-B
ENSG00000273073.1_1	RP11-109E12.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.3262385740419616	2.115918	0.643103	0.0	23.0	38225	0.01	0.515	1794	580	2	0.2698956127698865	0.04238417169371965	0.2848228280094949	494490	rs4377367	progression free survival, metastatic colorectal cancer, response to cetuximab, response to CAPOX-B
ENSG00000224559.2_1	LINC01087	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.4525264709656561	6.357424999999999	0.64562	0.0	27.0	31955	0.01	0.125	12590	3516	2	0.21941300207640196	0.16647847062757148	0.064027153883672	669694	rs4377367	progression free survival, metastatic colorectal cancer, response to cetuximab, response to CAPOX-B
ENSG00000229203.1_1	AC103564.7	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.6264028079143013	3.0299745	0.275801	2.0	26.0	78206	0.0	0.17	2230	562	3	0.05059578582987835	0.123483101556304	0.09677072228172122	862470	rs4377367	progression free survival, metastatic colorectal cancer, response to cetuximab, response to CAPOX-B
ENSG00000235615.2_1	AJ239322.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.007778042155660469	0.198258	0.556813	0.0	29.0	226048	0.09	0.05666666666666667	15142	2209	3	0.0587268656054937	0.2594702680384635	0.2504866198137327	997400	rs4377367	progression free survival, metastatic colorectal cancer, response to cetuximab, response to CAPOX-B
ENSG00000226953.7_1	AC010890.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.8052393251307927	19.679166	0.5292446666666667	0.0	41.0	60215	0.0	0.015	18567	560	5	1.815961600250227	0.7093138001471709	0.6497635121300351	395625	rs1901440	response to gemcitabine, pancreatic carcinoma
ENSG00000224043.7_1	CCNT2-AS1	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.8055003061517787	4.208201	0.5033886666666666	2.0	29.0	14839	0.0	0.3475	183206	677	4	4.032944531352659	4.540767277578325	0.1530389436385623	1055076	rs1901440	response to gemcitabine, pancreatic carcinoma
ENSG00000231890.7_1	DARS-AS1	lncRNA_good_csf	promoter_overlap	lncRNA	False	lenient	0.6505607137809986	3.06742511259	0.5431828333333334	2.0	63.0	312	0.22	0.49	31353	1420	6	6.636107440592505	1.5254929067071354	2.5344857790701867	218231	rs4954585	colorectal cancer
ENSG00000237262.1_1	AC068492.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.025354072923932717	0.1061575	0.560768	0.0	63.0	18242	0.0	0.0	621	469	2	0.0	0.0	0.0	162311	rs4954585	colorectal cancer
ENSG00000121966.6_1	CXCR4	protein_coding	protein_coding	mRNA	False	no hit	0.9581289276642864	29.3477523	0.540617	1.0	63.0	2713	0.0	1.0	3814	1895	2	0.6311902747764445	633.3952280775205	8.603313029816178	122659	rs4954585	colorectal cancer
ENSG00000279024.1_1	RP11-1193F23.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.008000150328878908	0.01627117	0.6032890000000001	0.0	63.0	4226	0.02	0.0	2492	2493	1	0.0	0.2425804003931285	0.3133392034943908	7579	rs4954585	colorectal cancer
ENSG00000228043.5_1	AC097721.2	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.7159822969615228	3.2496534	0.4869485	1.0	21.0	914	0.0	0.198	83414	928	5	0.6175705650053149	0.7873712557609414	0.4974050125374009	1033691	rs13405020	non-small cell lung carcinoma
ENSG00000230569.1_1	AC114763.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.006740785803158761	0.007445940000000002	0.553269	0.0	21.0	1591	0.13	0.2733333333333334	3276	826	3	0.05595920655791215	0.1047232953702029	0.06513095495963024	1086063	rs13405020	non-small cell lung carcinoma
ENSG00000241772.2_2	AC092620.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.1238098480932474	0.6475854999999999	0.63249	0.0	21.0	15474	1.0	0.5	5368	744	2	0.011379174161814498	0.3657378899980847	0.3882714455330351	1101297	rs59396197	lung adenocarcinoma
ENSG00000257640.1_2	RP11-570L15.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.0	0.0	0.5553359999999999	1.0	76.0	4303	0.0	0.01	276519	506	3	0.0222192645225084	0.02409954957151095	0.0026512766831987664	2257536	rs10210358	response to radiation, prostate carcinoma, erectile dysfunction
ENSG00000257277.1_1	RP11-434H14.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.0019870517430273797	0.00238312	0.60475	1.0	100.0	949	1.0	0.515	65129	622	2	1.27497248103923	0.8394777501917935	0.3065528680301025	2638115	rs10210358	response to radiation, prostate carcinoma, erectile dysfunction
ENSG00000238057.8_1	ZEB2-AS1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.27225936626392194	1.1698495	0.5414916923076922	3.0	68.0	4706	1.0	1.0	2808	1322	5	0.003090208257882505	0.0	0.00445135386057775	3480045	rs10210358	response to radiation, prostate carcinoma, erectile dysfunction
ENSG00000232606.1_1	LINC01412	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.1268604153785723	0.16125499999999998	0.651934	0.0	68.0	14211	0.02	0.575	12999	362	2	0.0	0.0	0.0	3528383	rs10210358	response to radiation, prostate carcinoma, erectile dysfunction
ENSG00000226674.8_2	TEX41	lncRNA_good_csf	transcript_overlap	lncRNA	False	lenient	0.9624021347637141	33.4606542501717	0.559846708737864	4.0	78.0	1315	1.0	1.0	514407	4635	8	4.902424626405538	2.1215208349625625	1.0442187664983396	3629915	rs10210358	response to radiation, prostate carcinoma, erectile dysfunction
ENSG00000281469.1_1	RP11-567F11.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.16826058525420956	1.02925	0.702913	0.0	38.0	130516	0.01	0.0	514	515	1	0.5074960148958314	0.02341406330778635	0.5587642248491258	2961331	rs138656841	squamous cell lung carcinoma, family history of lung cancer
ENSG00000231969.1_1	AC144449.1	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.4627390580648084	0.8806403360000001	0.46771	0.0	34.0	3189	0.0	0.0	261037	1022	3	0.292170803286566	0.5183166197897264	0.23267588958772065	1059047	rs138656841	squamous cell lung carcinoma, family history of lung cancer
ENSG00000230645.1_1	AC016682.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.15990966205104326	0.23523387199999998	0.5	0.0	30.0	4880	0.01	0.06666666666666667	129657	368	3	0.03051726852234055	0.2476812660073425	0.2758807483242834	606200	rs138656841	squamous cell lung carcinoma, family history of lung cancer
ENSG00000227708.1_1	AC079150.3	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.0	0.04270245	0.6190479999999999	0.0	29.0	139124	0.0	0.25	19717	357	4	0.0	1.071567473683355	1.0507228115616476	263043	rs1367374	colorectal cancer
ENSG00000227400.2_2	AC012501.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.04859239913752944	0.1156876	0.48814166666666664	1.0	24.0	997	0.01	0.515	171480	586	3	0.0686446716336956	5.561344198340802	2.496679990088288	346954	rs1367374	colorectal cancer
ENSG00000224675.1_1	AC009227.2	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.0006997742593777279	1.154245	0.602456	0.0	17.0	119598	0.0	0.002	21585	2362	5	0.0976167786080499	0.1102939677844942	0.016567262942177453	1361189	rs1367374	colorectal cancer
ENSG00000235949.1_1	AC061961.2	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.5340894258844007	9.624775	0.49537	0.0	13.0	2473	0.03	0.0	1355	432	2	0.609877527373647	2.0537757063659052	0.923643164580536	1621798	rs1367374	colorectal cancer
ENSG00000230991.1_1	AC092625.1	lncRNA_good_csf	intergenic	lncRNA	False	lenient	0.0966964767850808	0.12849985	0.669211	0.0	11.0	107349	0.0	0.0	2490	393	2	0.0	0.3512806991099225	0.4343273942415503	1529988	rs147372168	squamous cell lung carcinoma, family history of lung cancer
ENSG00000226383.6_2	AC093375.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.6599562471697555	2.0988776	0.550803888888889	0.0	25.0	36145	0.13	0.076	243399	1983	7	7.313059457189219	4.976697473997645	0.35954924903348473	243041	rs147372168	squamous cell lung carcinoma, family history of lung cancer
ENSG00000282440.1_1	RP11-605B16.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.155185638310196	0.2090927	0.624448	0.0	27.0	13562	0.0	0.0033333333333333335	15147	679	3	0.18719200416112705	0.0	0.24755328043057204	177736	rs147372168	squamous cell lung carcinoma, family history of lung cancer
ENSG00000270557.1_2	RP11-546J1.1	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.3296953238380129	1.9359490000000001	0.595696	0.0	35.0	2552	0.01	0.01	882	883	1	0.36770768041716906	0.9640294303949599	0.5220566315983667	1164412	rs7582141	response to radiation, prostate carcinoma
ENSG00000237327.1_2	UPP2-IT1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.011752603090996572	0.158249	0.647059	0.0	39.0	13836	0.0	0.39	6031	357	2	0.0321136070856126	0.0	0.04560178021683453	908989	rs7582141	response to radiation, prostate carcinoma
ENSG00000204380.4_1	AC005042.4	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.6200745436602815	4.0719915	0.49887599999999993	0.0	36.0	768	0.0	0.015	76665	4067	4	0.221253318789898	0.3147226760877165	0.09367238585206282	307975	rs7582141	response to radiation, prostate carcinoma
ENSG00000223642.7_1	AC008277.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.1417119005392236	0.1977625	0.621723	0.0	58.0	15965	0.94	1.0	18265	1149	4	0.17156234930313402	0.0	0.2284337349409909	343390	rs7582141	response to radiation, prostate carcinoma
ENSG00000224152.1_1	AC009506.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.5860158015520118	5.499985	0.5080319999999999	2.0	58.0	1031	0.17	0.49	1786	1494	2	2.4078336913551803	1.9392504878621504	0.21340661794845409	572319	rs7582141	response to radiation, prostate carcinoma
ENSG00000226266.6_2	AC009961.3	lncRNA_good_csf	promoter_overlap	lncRNA	False	lenient	0.8462688735465895	5.8361042	0.5546576666666666	1.0	60.0	76414	0.0	0.8833333333333334	41722	2520	3	2.8228073491789902	1.7995896622132206	0.4023336655115716	627731	rs7582141	response to radiation, prostate carcinoma
ENSG00000235724.8_1	AC009299.2	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.17289355980092316	1.1381830700000002	0.5948324444444444	0.0	45.0	9678	0.99	1.0	61875	1096	6	0.1006404464233919	0.7882898993193209	0.700237379458545	2161940	rs13014982	myelosuppression, response to platinum based chemotherapy, non-small cell lung carcinoma
ENSG00000227403.1_1	AC009299.3	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.8836720573233121	11.703652	0.5827195000000001	1.0	44.0	5839	0.0	0.5133333333333333	4311	2333	3	2.81896781851262	3.7198517797246553	0.3309626428797397	2201762	rs7582141	response to radiation, prostate carcinoma
ENSG00000224076.5_1	AC009487.4	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.0	0.008525299999999998	0.46575449999999996	1.0	38.0	82156	1.0	0.5	918	403	2	0.0	0.29559056595348265	0.23148910991213265	2046666	rs13014982	myelosuppression, response to platinum based chemotherapy, non-small cell lung carcinoma
ENSG00000237844.1_1	AC092684.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.021504001187033217	0.029794400000000002	0.5770310000000001	0.0	30.0	118464	0.0	0.0	602650	714	5	0.228325323965818	14.420806279495801	3.650113582217507	279330	rs13014982	myelosuppression, response to platinum based chemotherapy, non-small cell lung carcinoma
ENSG00000235192.1_1	AC009495.2	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.29013430340792523	0.8951120000000001	0.531451	1.0	32.0	1571	0.0	0.0033333333333333335	15159	779	3	1.62838237897726	0.1552333101855195	1.185990928409664	98444	rs34462569	colorectal cancer, endometrial neoplasm
ENSG00000229195.1_2	AC009495.4	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.939587258557653	43.053345	0.5564520000000001	1.0	31.0	3142	0.0	0.0	51234	372	2	0.5177270539852771	0.0931949433142356	0.4733616700683396	98450	rs34462569	colorectal cancer, endometrial neoplasm
ENSG00000236107.7_1	AC010127.3	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.20305245600372931	0.3609613	0.5465560769230768	1.0	27.0	0	1.0	0.515	220253	2305	12	0.8490374734337097	1.4642160138071487	0.7572570208620616	260992	rs34462569	colorectal cancer, endometrial neoplasm
ENSG00000228222.1_1	AC074363.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.7958444032684961	4.0296892	0.49567100000000003	1.0	18.0	502	0.58	0.3333333333333333	265162	462	3	2.5447696409600096	0.02742211902733915	1.7866628376534472	1596764	rs34462569	colorectal cancer, endometrial neoplasm
ENSG00000227617.8_2	CERS6-AS1	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.8329442257640605	5.12357712	0.580134	1.0	28.0	33756	0.08	0.38333333333333336	14476	2890	6	0.5405175458486188	2.108041806241835	0.666742343104376	3075546	rs34462569	colorectal cancer, endometrial neoplasm
ENSG00000231898.8_1	AC012594.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.09060200670736224	0.21051060000000002	0.554414315068493	1.0	36.0	2121	0.02	0.125	67368	983	6	0.2738282500567051	0.46969715296766384	0.14604487309539596	2046479	rs12621278	prostate carcinoma
ENSG00000213981.8_1	AC007277.3	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.02267074671952518	0.024134771	0.5363180000000001	0.0	33.0	7460	0.62	0.011	55000	2189	10	0.0356666821517517	0.06393020014105405	0.03884374265223702	1759669	rs12621278	prostate carcinoma
ENSG00000222033.1_1	LINC01124	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.13315758676483924	0.569817	0.394426	0.0	33.0	26653	0.0	0.0	2116	2117	1	0.0066216369931069	0.21260267591246748	0.2685853976992255	1740476	rs12621278	prostate carcinoma
ENSG00000204335.3_1	SP5	protein_coding	protein_coding	mRNA	False	no hit	0.6850735342915348	2.9780080000000004	0.2934755	5.0	33.0	27437	1.0	0.995	2727	2033	2	0.06608042207907365	3.45025532502936	2.061571835349619	1736965	rs12621278	prostate carcinoma
ENSG00000234350.4_1	AC007405.4	lncRNA_good_csf	promoter_overlap	lncRNA	False	lenient	0.7211160576433077	2.7763539	0.5122699999999999	1.0	33.0	3869	0.0	0.0033333333333333335	47680	2149	7	1.0326170652389548	0.9052816754373343	0.3916137954163381	1684275	rs12621278	prostate carcinoma
ENSG00000239467.5_1	AC007405.6	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.8939195567786935	16.049591999999997	0.5349820000000001	2.0	33.0	4216	0.0	0.502	7035	660	5	14.939735224658815	13.868200097109401	0.2352082454061771	1676895	rs12621278	prostate carcinoma
ENSG00000128683.13_2	GAD1	protein_coding	protein_coding	mRNA	False	no hit	0.9588116634812108	46.6813831	0.4779689411764706	4.0	35.0	871	0.07	1.0	44589	3988	18	0.10697337665942677	0.036862564809845975	0.05307393517717685	1593892	rs12621278	prostate carcinoma
ENSG00000235934.1_1	AC007405.8	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.2178474168065102	6.884293	0.386767	0.0	35.0	1929	0.0	0.01	1632	547	3	0.0	0.0	0.0	1637006	rs12621278	prostate carcinoma
ENSG00000278924.1_1	RP11-227L6.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.0971959229427376	0.318041	0.626703	0.0	54.0	13597	0.0	0.04	366	367	1	0.524194514634504	0.7855018467486035	0.2282825976913552	22652	rs12621278	prostate carcinoma
ENSG00000232788.1_1	AC078883.3	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.12492904282028468	0.21954765000000004	0.561259	0.0	54.0	14153	0.0	0.0	1760	754	2	0.1062952603673204	0.2631043911155335	0.1625029941705308	17438	rs12621278	prostate carcinoma
ENSG00000225205.5_1	AC093818.1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.8761125429887028	9.3737485	0.41455640000000005	1.0	54.0	1375	0.02	0.030000000000000002	75689	1397	4	3.4576942545800207	1.796873879048365	0.8162647849665399	34016	rs12621278	prostate carcinoma
ENSG00000238133.6_1	MLK7-AS1	lncRNA_good_csf	transcript_overlap	lncRNA	False	no hit	0.07456084535922985	0.128973	0.6073753333333333	1.0	53.0	6495	0.05	0.1325	104890	2538	8	0.10109021390061963	0.13917202528550598	0.04905294768602213	0	rs1866631	smoking status measurement, lung carcinoma
ENSG00000270460.1_1	RP11-796E10.1	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.4229410262232219	5.5112000000000005	0.577287	0.0	53.0	100398	0.0	0.0	316	317	1	2.3897798339327347	0.5584331054310735	1.1210953437254032	437106	rs72899227	lung carcinoma
ENSG00000271151.1_1	RP11-394I13.2	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.34591127079142275	2.3879740000000003	0.5955060000000001	0.0	56.0	23292	0.0	0.0	1067	1068	1	0.19475345344860606	0.6721537238738364	0.4849945451539184	371367	rs7582977	metastasis measurement, metastatic colorectal cancer, disease progression measurement
ENSG00000273258.1_1	RP11-394I13.3	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.1145798626964638	0.40114515	0.463687	0.0	56.0	6775	0.0	0.0	1119	358	2	0.12663017211598826	0.2876423460350406	0.1927179140721304	327810	rs7582977	metastasis measurement, metastatic colorectal cancer, disease progression measurement
ENSG00000231453.1_1	LINC01305	lncRNA_good_csf	intergenic	lncRNA	False	no hit	0.2482104270197329	0.5052512	0.5232335	0.0	43.0	36744	0.06	0.115	4616	3123	3	0.02030286599736386	0.00568867418789295	0.01410112548554446	10142	rs7582977	metastasis measurement, metastatic colorectal cancer, disease progression measurement
ENSG00000226853.2_1	AC010894.3	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.8312169716427392	7.197394900000001	0.516972	2.0	44.0	5613	0.0	0.0	897	561	2	2.8051813895387516	3.2012644335782467	0.5658950097471913	146605	rs7582977	metastasis measurement, metastatic colorectal cancer, disease progression measurement
ENSG00000236449.1_2	AC018890.6	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.6978392780413467	3.0098065	0.5695945	2.0	44.0	22385	0.0	0.2475	227686	2400	4	0.12187312384500465	0.01778492115349905	0.14253641290631322	0	rs77530448	response to radiation, prostate carcinoma
ENSG00000229750.1_1	AC096649.2	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.4168775814176632	0.8353584999999999	0.374245	0.0	39.0	178197	0.06	0.345	618	497	2	0.06017107114690099	0.1288070011984935	0.09050176161316872	438358	rs77530448	response to radiation, prostate carcinoma
ENSG00000237380.6_2	HOXD-AS2	lncRNA_good_csf	promoter_overlap	lncRNA	False	no hit	0.8938251502369554	31.228334999999998	0.3807545	2.0	24.0	28019	0.01	0.245	15402	999	4	0.02533986613342155	0.06537902684522175	0.05526459073262298	1392065	rs77530448	response to radiation, prostate carcinoma
ENSG00000224189.6_1	HAGLR	lncRNA_good_csf	promoter_overlap	lncRNA	False	lenient	0.9488736356906524	48.39455635	0.5069443333333333	2.0	27.0	4097	0.02	0.24	12546	4235	5	0.09372754087924785	0.541307207868917	0.4428761087383413	1443649	rs77530448	response to radiation, prostate carcinoma
